"id" "long" "lat" "order" "hole" "piece" "group" "LAD13CD" "LAD13CDO" "LAD13NM" "LAD13NMW" "xcentroid" "ycentroid"
"166" "258" -2.50905786 53.53459202 166 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"167" "258" -2.50987609 53.53399733 167 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"168" "258" -2.51314901 53.53637609 168 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"169" "258" -2.5156037 53.5357814 169 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"170" "258" -2.5156037 53.53459202 170 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"171" "258" -2.51642193 53.53399733 171 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"172" "258" -2.51642193 53.53221325 172 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"173" "258" -2.5156037 53.53102387 173 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"174" "258" -2.5156037 53.52923979 174 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"175" "258" -2.51724015 53.5286451 175 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"176" "258" -2.51805838 53.5286451 176 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"177" "258" -2.51887661 53.52805041 177 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"178" "258" -2.51969484 53.52805041 178 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"179" "258" -2.52051307 53.52745572 179 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"180" "258" -2.5213313 53.52745572 180 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"181" "258" -2.52214953 53.52686103 181 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"182" "258" -2.52296776 53.52686103 182 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"183" "258" -2.52542244 53.52626634 183 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"184" "258" -2.5270589 53.52567164 184 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"185" "258" -2.52787713 53.52567164 185 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"186" "258" -2.52787713 53.52448226 186 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"187" "258" -2.52787713 53.52388757 187 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"188" "258" -2.52869536 53.52388757 188 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"189" "258" -2.52787713 53.52388757 189 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"190" "258" -2.52869536 53.52329288 190 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"191" "258" -2.53115005 53.52269818 191 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"192" "258" -2.53115005 53.52329288 192 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"193" "258" -2.53196828 53.52329288 193 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"194" "258" -2.53196828 53.52269818 194 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"195" "258" -2.53278651 53.52329288 195 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
